# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.659879811108112335e-02 2.217101864516735077e-02 6.840617675781250000e+02 3.349321533203125000e+03 2.312171630859375000e+02 1.765904389321804047e-02 3.108099661767482758e-02 1.201541945338249207e-01 8.518972247838973999e-02 4.339319229125976562e+00 7.963957786560058594e-01 2.574742317199707031e+00 2.659879811108112335e-02 2.217101864516735077e-02 6.840617675781250000e+02 3.349321533203125000e+03 2.312171630859375000e+02 1.765904389321804047e-02 3.108099661767482758e-02 1.201541945338249207e-01 8.518972247838973999e-02 4.339319229125976562e+00 7.963957786560058594e-01 2.574742317199707031e+00
1.000000000000000000e+03 2.884062007069587708e-02 2.023931965231895447e-02 3.342243652343750000e+02 1.077645263671875000e+03 1.425152893066406250e+02 1.276959758251905441e-02 1.825393550097942352e-02 8.656394481658935547e-02 7.875493913888931274e-02 4.323943138122558594e+00 8.005058765411376953e-01 2.548667907714843750e+00 2.884062007069587708e-02 2.023931965231895447e-02 3.342243652343750000e+02 1.077645263671875000e+03 1.425152893066406250e+02 1.276959758251905441e-02 1.825393550097942352e-02 8.656394481658935547e-02 7.875493913888931274e-02 4.323943138122558594e+00 8.005058765411376953e-01 2.548667907714843750e+00
2.000000000000000000e+03 3.193217888474464417e-02 1.885192841291427612e-02 1.868708496093750000e+02 4.459075012207031250e+02 9.050479888916015625e+01 9.303733706474304199e-03 1.429009158164262772e-02 6.924486905336380005e-02 4.484648257493972778e-02 4.176843166351318359e+00 8.042270541191101074e-01 2.464092016220092773e+00 3.193217888474464417e-02 1.885192841291427612e-02 1.868708496093750000e+02 4.459075012207031250e+02 9.050479888916015625e+01 9.303733706474304199e-03 1.429009158164262772e-02 6.924486905336380005e-02 4.484648257493972778e-02 4.176843166351318359e+00 8.042270541191101074e-01 2.464092016220092773e+00
3.000000000000000000e+03 3.171884641051292419e-02 1.762763969600200653e-02 1.180528030395507812e+02 2.393746948242187500e+02 5.860475921630859375e+01 7.070498540997505188e-03 1.356015168130397797e-02 5.808911472558975220e-02 2.498490177094936371e-02 3.943414926528930664e+00 8.396965861320495605e-01 2.333909749984741211e+00 3.171884641051292419e-02 1.762763969600200653e-02 1.180528030395507812e+02 2.393746948242187500e+02 5.860475921630859375e+01 7.070498540997505188e-03 1.356015168130397797e-02 5.808911472558975220e-02 2.498490177094936371e-02 3.943414926528930664e+00 8.396965861320495605e-01 2.333909749984741211e+00
4.000000000000000000e+03 3.021975792944431305e-02 1.674045063555240631e-02 7.762331390380859375e+01 1.323160400390625000e+02 3.981197738647460938e+01 5.451343953609466553e-03 1.373052690178155899e-02 4.716870188713073730e-02 9.213830344378948212e-03 3.666517019271850586e+00 8.916399478912353516e-01 2.180821895599365234e+00 3.021975792944431305e-02 1.674045063555240631e-02 7.762331390380859375e+01 1.323160400390625000e+02 3.981197738647460938e+01 5.451343953609466553e-03 1.373052690178155899e-02 4.716870188713073730e-02 9.213830344378948212e-03 3.666517019271850586e+00 8.916399478912353516e-01 2.180821895599365234e+00
5.000000000000000000e+03 2.920406311750411987e-02 1.614234410226345062e-02 5.100123977661132812e+01 7.318823242187500000e+01 2.855272102355957031e+01 4.205096978694200516e-03 1.349006872624158859e-02 3.702690079808235168e-02 3.591558663174510002e-03 3.373369693756103516e+00 9.473310112953186035e-01 2.020451307296752930e+00 2.920406311750411987e-02 1.614234410226345062e-02 5.100123977661132812e+01 7.318823242187500000e+01 2.855272102355957031e+01 4.205096978694200516e-03 1.349006872624158859e-02 3.702690079808235168e-02 3.591558663174510002e-03 3.373369693756103516e+00 9.473310112953186035e-01 2.020451307296752930e+00
6.000000000000000000e+03 2.895575389266014099e-02 1.563750021159648895e-02 3.327181243896484375e+01 4.296824264526367188e+01 2.074488067626953125e+01 3.232239279896020889e-03 1.217352971434593201e-02 2.958966419100761414e-02 1.916177198290824890e-02 3.082844734191894531e+00 9.936032891273498535e-01 1.863877177238464355e+00 2.895575389266014099e-02 1.563750021159648895e-02 3.327181243896484375e+01 4.296824264526367188e+01 2.074488067626953125e+01 3.232239279896020889e-03 1.217352971434593201e-02 2.958966419100761414e-02 1.916177198290824890e-02 3.082844734191894531e+00 9.936032891273498535e-01 1.863877177238464355e+00
7.000000000000000000e+03 2.924063056707382202e-02 1.504735276103019714e-02 2.201000213623046875e+01 2.695410537719726562e+01 1.452201938629150391e+01 2.503645839169621468e-03 9.892752394080162048e-03 2.444030344486236572e-02 5.504242330789566040e-02 2.795978546142578125e+00 1.019629359245300293e+00 1.709559082984924316e+00 2.924063056707382202e-02 1.504735276103019714e-02 2.201000213623046875e+01 2.695410537719726562e+01 1.452201938629150391e+01 2.503645839169621468e-03 9.892752394080162048e-03 2.444030344486236572e-02 5.504242330789566040e-02 2.795978546142578125e+00 1.019629359245300293e+00 1.709559082984924316e+00
8.000000000000000000e+03 2.975768223404884338e-02 1.454715523868799210e-02 1.517880535125732422e+01 1.731452369689941406e+01 9.734318733215332031e+00 2.007820643484592438e-03 7.401403039693832397e-03 2.079873345792293549e-02 9.636209905147552490e-02 2.492312669754028320e+00 1.023019552230834961e+00 1.543222069740295410e+00 2.975768223404884338e-02 1.454715523868799210e-02 1.517880535125732422e+01 1.731452369689941406e+01 9.734318733215332031e+00 2.007820643484592438e-03 7.401403039693832397e-03 2.079873345792293549e-02 9.636209905147552490e-02 2.492312669754028320e+00 1.023019552230834961e+00 1.543222069740295410e+00
9.000000000000000000e+03 3.031868301331996918e-02 1.418387237936258316e-02 1.074150276184082031e+01 1.120738124847412109e+01 6.396208763122558594e+00 1.686470466665923595e-03 5.288927815854549408e-03 1.850898377597332001e-02 1.276186704635620117e-01 2.149633884429931641e+00 1.005590677261352539e+00 1.351374268531799316e+00 3.031868301331996918e-02 1.418387237936258316e-02 1.074150276184082031e+01 1.120738124847412109e+01 6.396208763122558594e+00 1.686470466665923595e-03 5.288927815854549408e-03 1.850898377597332001e-02 1.276186704635620117e-01 2.149633884429931641e+00 1.005590677261352539e+00 1.351374268531799316e+00
